,QuestionKey,QuestionText,QuestionTheme,userProv,userSize,userDomain,userLang,choiceRecode,choiceText,responseText,responseValue
15,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,small,philatronic,EN,-1,,"AOH would like to grow our clients for project RISE, which is supporting survivors of human trafficking in navigating the criminal legal system and gaining access to justice through support and counselling.",
16,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Clean up processes,
17,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,To become more efficient in order to provide better services,
18,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,Financial stability and growth,
19,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Expansion,
20,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,To strive for financial and health well-being for all,
21,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,MB,large,philatronic,EN,-1,,Listen to workers concerns and take them to heart.,
22,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Manage growth with refined systems,
23,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Create more time for planning and reflection around our work.,
24,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,To have the College of Early Childhood Education fight for RECE's wages (those who do not work in the School Board).  There is no equity for ALL.,
25,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,medium,philatronic,EN,-1,,Work smart,
26,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,To do our best to help people in need of food and clothing and a smile.,
27,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Provide better value for our constituency.,
28,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Continue to build capacity,
29,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,Unknown,large,philatronic,EN,-1,,to cancel out the noise and to stick to purpose,
30,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,To find new ways to feed and serve the needy in our region,
31,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Our goal in Canada is to boost our income by 250k to keep up with program demands across Africa.,
32,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Access to more funding to be a living wage employer!,
33,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Training and Developing more Reintegration mentors,
34,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,QC,large,philatronic,EN,-1,,Do better at cultivating and maintaining volunteer engagement,
35,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Focus,
36,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,To be conscious of staff burnout and help each other out.,
37,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Intentionality - Understanding  the purpose of all actions and ensuring they align with our mission and values.,
38,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Focus on quality improvement and storytelling,
39,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,SK,medium,philatronic,EN,-1,,Recruit more volunteers,
40,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,To make it through.,
41,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Jusr keep swimming,
42,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Continue to grow to meet the needs of our communities.,
43,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,MB,medium,philatronic,EN,-1,,"To make sure our building's maintenance is kept up, so everyone stays safe",
44,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,small,philatronic,EN,-1,,To provide quality care to children,
45,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Develop leadership capacity and a culture of collaboration,
46,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Create a sustainable fundraising model to ensure well-supported growth of our mission.,
47,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,NS,large,philatronic,EN,-1,,Our New Year's Resolution would be to embrace change,
48,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Obtain enough funding to continue all current programs,
49,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,To stabilize our human resources (recruitment and retention of quality employees) to better deliver on our mission.,
50,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,To complete board governance workshops to help keep the organization on-track to delivery on our mission.,
51,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,Ensure effective leadership transition,
52,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,To build on our strategy,
53,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,medium,philatronic,EN,-1,,"Improve existing processes and systems, document where possible, and declutter everything!",
54,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,Continue to put client support first.,
55,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,Financial Security,
56,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,medium,philatronic,EN,-1,,fund raise for big vision,
57,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,medium,philatronic,EN,-1,,"Outreach and connection, ensure that Canadians know about the Hall of Fame, that we exist and are here to support aviation history and industry",
58,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,"We need to simplify what we do, and do it well.",
59,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Keep to our mission.,
60,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,Bring in more money and resources to support the effective implementation of the new strategic plan.,
61,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,small,philatronic,EN,-1,,Raise more money,
62,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,small,philatronic,EN,-1,,Broaden our base of donors,
63,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Expand our policy influence,
64,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,Streamline daily tasks and redefine staff roles for our most efficient team,
65,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Finish projects we start,
66,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Continue the moment achieved post-covid in 2022,
67,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Greater focus on core functions,
68,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,SK,large,philatronic,EN,-1,,Positive growth,
69,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,NS,large,philatronic,EN,-1,,Let's take care of our staff.,
70,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Outreach and reconnecting with our community,
71,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Be resilient,
72,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,To create new ways of reaching out audiences,
73,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,MB,large,philatronic,EN,-1,,Increase revenue,
74,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,"focus on staff retention, empowerment and inclusion",
75,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,Stabilze our funding,
76,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,To streamline as much as possible,
77,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,"To continue to optimize our facilities with creative ways to help our awesome kids, while maintaining all financial responsibilities",
78,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,being sustainable,
79,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,Unknown,large,philatronic,EN,-1,,Secure Stable Funding,
80,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,MB,large,philatronic,EN,-1,,De commencer sérieusement la planification de notre 100e,
81,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,NS,large,philatronic,EN,-1,,For departments to improve in collaboration and communication.,
82,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,Create a sustainable budget which addresses inflation and cost-of living increases.,
83,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,"Focus on timeliness of field work, lab work and reporting.",
84,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,SK,large,philatronic,EN,-1,,Expanding residential and day program services.,
85,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,QC,small,philatronic,EN,-1,,Receive more donations,
86,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,small,philatronic,EN,-1,,To try to narrow down our priorities into a more manageable workload.,
87,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,To increase revenue streams.,
88,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,"We resolve to help the world change direction about about the climate disaster, war and consumption.",
89,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,Unknown,medium,philatronic,EN,-1,,Keep in touch with our donors,
90,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,"Continue to increase our donor, partner/sponsor and volunteer bases.",
91,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,small,philatronic,EN,-1,,To be able to afford the capital projects that are necessary to do.,
92,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Continue to build partnerships and extend our reach.,
93,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,MB,large,philatronic,EN,-1,,To save our structurally damaged historic hangar.,
94,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,"Grow the organization - grow finances, grow programs, grow staff",
95,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,"To learn how to turn down work that needs to be done, but for which there is inadequate funding.",
96,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,Unknown,medium,philatronic,EN,-1,,Establish more core funding.,
97,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,review and revise revenue model,
98,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,Unknown,medium,philatronic,EN,-1,,Continue moving forward.,
99,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Creating inclusive lives in our community for the people we support and ensuring that we have educated and skilled staff supporting them to achieve their goals.,
100,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,To continue to provide fun and faith based programs for children and youth,
101,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,Unknown,large,philatronic,EN,-1,,More Board engagement,
102,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,Don’t over extend.,
103,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,MB,large,philatronic,EN,-1,,"To work towards organizations of people with disabilities having secure, long-term operating funding.",
104,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,to better serve our members,
105,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,To be more proactive in preparedness for our Food Bank recipients' needs,
106,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,I would like to reduce the stress my management and staff feel at work.,
107,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Establish a common vision amongst the directors (senior leaders),
108,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,SK,large,philatronic,EN,-1,,Stable funding over a multi-year contract,
109,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,YK,small,philatronic,EN,-1,,Strategic planning for a sustainable future.,
110,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,To ensure staff and succession plan firmly in place,
111,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,stay focused on our mission & values,
112,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Build a major giving program,
113,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,medium,philatronic,EN,-1,,To continue the trend toward more concerts throughout the year.,
114,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,To be better organized and delegate tasks more evenly,
115,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,"Stabilize our foundation, align our staff and mindful growth",
116,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Deepen our community collaborations related to Crisis and Distress Services,
117,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,maintain sustainability,
118,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Find committed and qualified employees to support people with disabilities to live a good life in community.,
119,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Recruitment and retention,
120,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,medium,philatronic,EN,-1,,Become Self-Sustaining,
121,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Integrate our new equity and inclusion policy with a strong emphasis on decolonizing.,
122,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,"positive risk taking, care of artists and stakeholders",
123,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,small,philatronic,EN,-1,,Find ways to increase capacity to better meet the increased level of need for our services,
124,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,Chart and achieve our goals for new development.,
125,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Celebrate the past while adapting to the future,
126,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,To create a strategic plan that aligns with our new organizational goals.,
127,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,For the next government of Ontario to be a progressive one.,
128,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,"To seek community and individual transformation by meeting basic human needs and fostering social, economic and spiritual potential.",
129,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,secure long term funding for our mental health service,
130,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,Simplify processes and look for ecological care,
131,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Recruit better board members,
132,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Closing gaps in mental health services,
133,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,"Expand donor base, raise more money, help more people",
134,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Find alternative sources of revenue.,
135,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,get more memberships,
136,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,To remain connected with each other as we work in a hybrid model,
137,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Do more do more do more without our team sinking.,
138,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Establishing and maintaining stability for our organization.,
139,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,shake some sense into government and apathetic members,
140,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,keep building sustainable practice.,
141,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,NB,medium,philatronic,EN,-1,,"To attract more members, especially those who could serve on the board of directors.",
142,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,Unknown,large,philatronic,EN,-1,,Get our social housing project proposal approved,
143,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,small,philatronic,EN,-1,,"We want to commit to taking regular, sustained action towards building a food-secure city (Toronto).",
144,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,MB,large,philatronic,EN,-1,,To pay our employee's a livable wage,
145,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,To have a successful season with new partnerships and opportunities,
146,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,MB,large,philatronic,EN,-1,,"Continued advocacy for our sector. Need of qualified and quality, caring workers is key for childcare to survive.",
147,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Funding to support organizational growth and resources,
148,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,MB,large,philatronic,EN,-1,,Better team communication,
149,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,NB,small,philatronic,EN,-1,,Create more housing,
150,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,small,philatronic,EN,-1,,Do more programming.,
151,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,small,philatronic,EN,-1,,find a way to increase donations,
152,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,SK,large,philatronic,EN,-1,,Streamline,
153,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Review all programs and prune where necessary,
154,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,sustainable growth,
155,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,MB,medium,philatronic,EN,-1,,To retain staffing levels,
156,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,"Participate in purposeful planning, think beyond today and to the future 5 years out",
157,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,NS,large,philatronic,EN,-1,,"To return to our grassroots, stay focused on our values and beliefs and continue to educate our employees with this in mind.",
158,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Build relationships with new commuities in an authentic way.,
159,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,To grow our students and audience.,
160,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,NS,large,philatronic,EN,-1,,Impactful growth through sustainable funding.,
161,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,small,philatronic,EN,-1,,Connect more deliberately with donors and potential donors.,
162,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,medium,philatronic,EN,-1,,To not set unrealistic goals for ourselves,
163,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Partnering well with partnering Canadian organizations,
164,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,"to secure all the land, approvals and funding we needed to build new affordable housing to meet local need",
165,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,to make it through a year that is already predicted to be 'tough' with joy and grace,
166,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,To offer more support to clients,
167,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,continue to recover by working together,
168,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Increase community engagement & local fundraising,
169,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Provide more opportunities for staff development,
170,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,NS,large,philatronic,EN,-1,,To be more organized and have better communication and work flow,
171,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,NS,medium,philatronic,EN,-1,,to increase training in all categories of Firefighting,
172,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,To become more efficient and effective through use of Digital technology towards our Mission Vision and Values.,
173,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,medium,philatronic,EN,-1,,Connecting Community,
174,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,small,philatronic,EN,-1,,stay the course,
175,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,NS,medium,philatronic,EN,-1,,A Better Way Forward.,
176,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Stability,
177,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,to stabilize and streamline our work,
178,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,"Focus on quality improvement, compliance, and recruitment",
179,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,Reestablish fundraising after covid.,
180,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,small,philatronic,EN,-1,,To shift of funding focus,
181,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,To keep moving forward with the vision to provide safe affordable housing,
182,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,Unknown,small,philatronic,EN,-1,,Expand and offer more services,
183,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,AB,large,philatronic,EN,-1,,Remain foussed.  'When they go low we go high'  - Michelle Obama,
184,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,medium,philatronic,EN,-1,,Continue to support our community's families.,
185,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Continue to provide youth with wellness support and life skills education to give them the tools they need to live independently and excel in their lives.,
186,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,small,philatronic,EN,-1,,Offer more parenting programs,
187,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,SK,medium,philatronic,EN,-1,,To obtain a steady income for the shelter,
188,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,medium,philatronic,EN,-1,,to network as much as possible,
189,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,BC,large,philatronic,EN,-1,,Advocate for creating a bill on preventing food waste in Canada,
190,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,"Measure what we're re doing to really achieve our vision, mission and North Star.",
191,QID16,"If your organization had a New Year's resolution, in one sentence, what would it be?",OTH,ON,large,philatronic,EN,-1,,Increase our advocacy work,
