,QuestionKey,QuestionText,QuestionTheme,userProv,userSize,userDomain,userLang,choiceRecode,choiceText,responseText,responseValue
28,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,NS,large,philatronic,EN,21,Other (please list),Our youth clients,1
29,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,9,Ability to deliver on our mission,,1
30,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,19,Our reputation / credibility,,1
31,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,6,Volunteers,,1
32,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,21,Other (please list),Ticket sales,1
33,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,9,Ability to deliver on our mission,,1
34,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,17,Adaptability,,1
35,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,5,Frontline workers,,1
36,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,9,Ability to deliver on our mission,,1
37,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,18,Organizational culture,,1
38,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,16,Policy & advocacy capacity,,1
39,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,small,philatronic,EN,9,Ability to deliver on our mission,,1
40,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,small,philatronic,EN,1,Board,,1
41,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,small,philatronic,EN,5,Frontline workers,,1
42,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,9,Ability to deliver on our mission,,1
43,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,1,Board,,1
44,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,10,Fundraising capability,,1
45,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,9,Ability to deliver on our mission,,1
46,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
47,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,12,Overall financial strength,,1
48,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,9,Ability to deliver on our mission,,1
49,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,18,Organizational culture,,1
50,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,8,Our approach to diversity and inclusion,,1
51,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,9,Ability to deliver on our mission,,1
52,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,17,Adaptability,,1
53,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,13,Relationships with our community,,1
54,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,9,Ability to deliver on our mission,,1
55,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,18,Organizational culture,,1
56,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,8,Our approach to diversity and inclusion,,1
57,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,MB,large,philatronic,EN,9,Ability to deliver on our mission,,1
58,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,MB,large,philatronic,EN,19,Our reputation / credibility,,1
59,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,MB,large,philatronic,EN,13,Relationships with our community,,1
60,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,9,Ability to deliver on our mission,,1
61,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,12,Overall financial strength,,1
62,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,13,Relationships with our community,,1
63,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,9,Ability to deliver on our mission,,1
64,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,18,Organizational culture,,1
65,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,15,Relationships with beneficiaries,,1
66,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,9,Ability to deliver on our mission,,1
67,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,5,Frontline workers,,1
68,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
69,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,medium,philatronic,EN,9,Ability to deliver on our mission,,1
70,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,medium,philatronic,EN,11,Grant writing capability,,1
71,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,medium,philatronic,EN,18,Organizational culture,,1
72,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,9,Ability to deliver on our mission,,1
73,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,5,Frontline workers,,1
74,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
75,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,17,Adaptability,,1
76,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,5,Frontline workers,,1
77,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,18,Organizational culture,,1
78,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,9,Ability to deliver on our mission,,1
79,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,5,Frontline workers,,1
80,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,18,Organizational culture,,1
81,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,9,Ability to deliver on our mission,,1
82,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,5,Frontline workers,,1
83,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,6,Volunteers,,1
84,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,QC,large,philatronic,EN,9,Ability to deliver on our mission,,1
85,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,QC,large,philatronic,EN,19,Our reputation / credibility,,1
86,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,QC,large,philatronic,EN,13,Relationships with our community,,1
87,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,5,Frontline workers,,1
88,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,18,Organizational culture,,1
89,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,6,Volunteers,,1
90,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,9,Ability to deliver on our mission,,1
91,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,5,Frontline workers,,1
92,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
93,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,9,Ability to deliver on our mission,,1
94,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,10,Fundraising capability,,1
95,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,6,Volunteers,,1
96,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,SK,medium,philatronic,EN,9,Ability to deliver on our mission,,1
97,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,SK,medium,philatronic,EN,19,Our reputation / credibility,,1
98,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,SK,medium,philatronic,EN,13,Relationships with our community,,1
99,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,17,Adaptability,,1
100,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
101,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,6,Volunteers,,1
102,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,17,Adaptability,,1
103,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,19,Our reputation / credibility,,1
104,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,13,Relationships with our community,,1
105,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,17,Adaptability,,1
106,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,18,Organizational culture,,1
107,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,19,Our reputation / credibility,,1
108,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,NS,medium,philatronic,EN,9,Ability to deliver on our mission,,1
109,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,NS,medium,philatronic,EN,6,Volunteers,,1
110,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,small,philatronic,EN,5,Frontline workers,,1
111,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,small,philatronic,EN,19,Our reputation / credibility,,1
112,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,small,philatronic,EN,13,Relationships with our community,,1
113,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,9,Ability to deliver on our mission,,1
114,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,5,Frontline workers,,1
115,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,6,Volunteers,,1
116,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,18,Organizational culture,,1
117,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
118,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,13,Relationships with our community,,1
119,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,NS,large,philatronic,EN,9,Ability to deliver on our mission,,1
120,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,NS,large,philatronic,EN,17,Adaptability,,1
121,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,NS,large,philatronic,EN,5,Frontline workers,,1
122,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,medium,philatronic,EN,9,Ability to deliver on our mission,,1
123,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,medium,philatronic,EN,17,Adaptability,,1
124,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,medium,philatronic,EN,13,Relationships with our community,,1
125,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,9,Ability to deliver on our mission,,1
126,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
127,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,15,Relationships with beneficiaries,,1
128,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,18,Organizational culture,,1
129,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
130,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,13,Relationships with our community,,1
131,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,4,CEO,,1
132,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
133,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,13,Relationships with our community,,1
134,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,9,Ability to deliver on our mission,,1
135,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,17,Adaptability,,1
136,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,1,Board,,1
137,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,4,CEO,,1
138,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,19,Our reputation / credibility,,1
139,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,14,Relationships with donors/funders,,1
140,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,medium,philatronic,EN,5,Frontline workers,,1
141,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,medium,philatronic,EN,19,Our reputation / credibility,,1
142,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,medium,philatronic,EN,21,Other (please list),historical legacy,1
143,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,9,Ability to deliver on our mission,,1
144,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,14,Relationships with donors/funders,,1
145,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,6,Volunteers,,1
146,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,17,Adaptability,,1
147,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
148,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,15,Relationships with beneficiaries,,1
149,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,9,Ability to deliver on our mission,,1
150,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,1,Board,,1
151,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,5,Frontline workers,,1
152,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,medium,philatronic,EN,1,Board,,1
153,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,medium,philatronic,EN,5,Frontline workers,,1
154,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,medium,philatronic,EN,6,Volunteers,,1
155,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,9,Ability to deliver on our mission,,1
156,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,19,Our reputation / credibility,,1
157,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,13,Relationships with our community,,1
158,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,1,Board,,1
159,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,4,CEO,,1
160,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,18,Organizational culture,,1
161,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,9,Ability to deliver on our mission,,1
162,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,1,Board,,1
163,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,4,CEO,,1
164,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,17,Adaptability,,1
165,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,5,Frontline workers,,1
166,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
167,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,small,philatronic,EN,15,Relationships with beneficiaries,,1
168,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,small,philatronic,EN,14,Relationships with donors/funders,,1
169,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,small,philatronic,EN,13,Relationships with our community,,1
170,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,17,Adaptability,,1
171,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,4,CEO,,1
172,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
173,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,9,Ability to deliver on our mission,,1
174,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,18,Organizational culture,,1
175,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,AB,large,philatronic,EN,15,Relationships with beneficiaries,,1
176,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,18,Organizational culture,,1
177,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,19,Our reputation / credibility,,1
178,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,16,Policy & advocacy capacity,,1
179,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,Unknown,large,philatronic,EN,9,Ability to deliver on our mission,,1
180,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,Unknown,large,philatronic,EN,19,Our reputation / credibility,,1
181,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,Unknown,large,philatronic,EN,13,Relationships with our community,,1
182,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,9,Ability to deliver on our mission,,1
183,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,19,Our reputation / credibility,,1
184,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,BC,large,philatronic,EN,14,Relationships with donors/funders,,1
185,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,SK,large,philatronic,EN,19,Our reputation / credibility,,1
186,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,SK,large,philatronic,EN,15,Relationships with beneficiaries,,1
187,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,SK,large,philatronic,EN,13,Relationships with our community,,1
188,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,NS,large,philatronic,EN,18,Organizational culture,,1
189,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,NS,large,philatronic,EN,19,Our reputation / credibility,,1
190,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,NS,large,philatronic,EN,13,Relationships with our community,,1
191,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,9,Ability to deliver on our mission,,1
192,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,5,Frontline workers,,1
193,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,large,philatronic,EN,13,Relationships with our community,,1
194,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,9,Ability to deliver on our mission,,1
195,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,11,Grant writing capability,,1
196,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,ON,medium,philatronic,EN,18,Organizational culture,,1
197,QID11,What are your organization’s greatest assets or strengths? (Multiple choice - please select no more than 3),CHA,MB,large,philatronic,EN,5,Frontline workers,,1
