"EN^108079435RR0001^AB^C^8/14/1998 0:00^15.0^160.0^nan^nan^SS4^3.0^95.0^4.0^Manager^Prairie Provinces^189319.0,,,"
"EN^118833391RR0001^ON^C^10-03-1986 0:00^3.0^12.0^nan^nan^SS4^1.0^112.0^10.0^Program Manager^Central Canada^92223.0,,,"
"EN^118842624RR0001^AB^C^01-01-1987 0:00^99.0^1.0^nan^nan^SS4^41.0^120.0^3.0^Central Alberta Sexual Assault Support Centre^Prairie Provinces^1476921.0,,,"
"EN^800478588RR0001^ON^C^04-01-2016 0:00^2.0^180.0^nan^nan^SS6 & SS4^2.0^298.0^1.0^Executive Director^Central Canada^723217.0,,,"
"EN^106694284RR0001^AB^C^01-01-1980 0:00^99.0^160.0^nan^nan^SS4^13.0^2.0^10.0^Community Services Coordinator^Prairie Provinces^1292092.0,,,"
"FR-CA^103051892RR0001^QC^C^01-04-1986 0:00^99.0^1.0^nan^nan^SS5 & SS4^12.0^152.0^2.0^Directrice générale^Central Canada^408811.0,,,"
"EN^898856141RR0001^NB^C^9/14/1994 0:00^5.0^200.0^nan^nan^SS4^1.0^18.0^1.0^Executive Director^Atlantic region^68467.0,,,"
"FR-CA^118969807RR0001^QC^C^04-01-1982 0:00^99.0^160.0^nan^nan^SS5 & SS4^20.0^11.0^nan^Intégration Jeunesse du Québec^Central Canada^1769472.0,,,"
"EN^899061485RR0001^BC^C^09-09-1994 0:00^99.0^190.0^nan^nan^SS4 & SS3^4.0^100.0^7.0^Artistic Producer^West Coast^354229.0,,,"
"nan^118787506RR0001^NS^C^04-01-1985 0:00^99.0^12.0^nan^nan^SS2^2.0^10.0^nan^nan^Atlantic region^192430.0,,,"
"EN^131507428RR0001^ON^A^12/13/1976 0:00^99.0^160.0^nan^nan^SS1^nan^23.0^nan^Executive Director^Central Canada^,,,"
"EN^737660316RR0001^ON^C^05-09-2019 0:00^2.0^1.0^nan^nan^SS2^5.0^20.0^9.0^MILES AHEAD FOUNDATION^Central Canada^,,,"
"EN^132410671RR0553^ON^C^24-09-2013 0:00^99.0^1.0^nan^nan^Initial List^0.0^6.0^nan^President of conference^Central Canada^,,,"
"FR-CA^119049518RR0001^QC^C^05-01-1975 0:00^99.0^200.0^nan^nan^SS5 & SS4^3.0^8.0^3.0^Directrice^Central Canada^507688.0,,,"
"EN^118986777RR0001^BC^C^08-01-1986 0:00^99.0^190.0^nan^nan^SS4 & SS3^5.0^25.0^nan^Executive Director^West Coast^443191.0,,,"
"FR-CA^106975865RR0001^QC^C^01-01-1978 0:00^9.0^200.0^nan^nan^SS5 & SS4^2.0^15.0^7.0^Directrice générale adjointe^Central Canada^226970.0,,,"
"EN^133147215RR0001^MB^C^15-06-1992 0:00^99.0^1.0^nan^nan^Initial List^1.0^15.0^0.0^Foundation Coordinator^Prairie Provinces^181521.0,,,"
"EN^835410440RR0001^QC^B^11-08-2012 0:00^13.0^1.0^nan^nan^SS1^nan^300.0^nan^Member of the Board^Central Canada^,,,"
"EN^108212952RR0001^ON^C^04-01-1983 0:00^99.0^1.0^nan^nan^SS4^42.0^nan^42.0^Director of Operations^Central Canada^9993424.0,,,"
"FR-CA^131619900RR0001^QC^C^##########^99.0^1.0^nan^nan^SS5 & SS4^10.0^115.0^nan^nan^Central Canada^693775.0,,,"
"FR-CA^107988735RR0001^QC^C^01-01-1997 0:00^99.0^200.0^nan^nan^SS5 & SS4^9.0^6.0^5.0^Directrice générale^Central Canada^898990.0,,,"
"FR-CA^106902109RR0001^QC^C^01-01-1978 0:00^99.0^1.0^nan^nan^SS5 & SS4^8.0^52.0^nan^Directrice Générale^Central Canada^385202.0,,,"
"EN^129908489RR0001^BC^C^24.10.1977 00:00^99.0^1.0^nan^nan^SS4 & SS3^15.0^70.0^37.0^Louise Tremblay is Executive Director and Louise Taylor is Director, Community Engagement, responsible for donations^West Coast^2672508.0,"
"nan^118842616RR0001^AB^C^01-01-1982 0:00^99.0^1.0^nan^nan^SS4^52.0^169.0^15.0^nan^Prairie Provinces^3870121.0,,,"
"nan^126179167RR0001^BC^C^11/20/1993 0:00^99.0^200.0^nan^nan^SS4 & SS3^13.0^56.0^4.0^nan^West Coast^505138.0,,,"
"FR-CA^887071686RR0001^QC^C^##########^99.0^1.0^nan^nan^SS5 & SS4^8.0^30.0^2.0^Chargé des communications^Central Canada^274851.0,,,"
"FR-CA^107306045RR0001^QC^C^08-10-1991 0:00^99.0^1.0^nan^nan^SS5 & SS4^10.0^22.0^6.0^directeur général^Central Canada^424774.0,,,"
"FR-CA^118868868RR0001^QC^C^01-01-1980 0:00^99.0^160.0^nan^nan^SS5 & SS4^3.0^15.0^3.0^Coordonnatrice^Central Canada^184709.0,,,"
"EN^119087724RR0001^BC^C^01-10-1983 0:00^99.0^1.0^nan^nan^SS2^0.0^24.0^3.0^President-volunteer^West Coast^113503.0,,,"
"EN^108200106RR0001^BC^C^8/30/1991 0:00^99.0^110.0^nan^nan^SS4 & SS3^12.0^16.0^3.0^Executive Director^West Coast^1316814.0,,,"
"EN^108173238RR0001^BC^C^3/16/2006 0:00^9.0^1.0^nan^nan^SS4 & SS3^36.0^nan^1.0^Executive Director^West Coast^8193005.0,,,"
"EN^107811879RR0001^AB^C^01-04-1988 0:00^99.0^1.0^nan^nan^Initial List^2.0^237.0^3.0^Executive Director^Prairie Provinces^199690.0,,,"
"EN^106961147RR0001^BC^C^01-01-1967 0:00^99.0^190.0^nan^nan^SS4 & SS3^2.0^25.0^10.0^Executive director^West Coast^202821.0,,,"
"EN^841979883RR0001^BC^C^10-12-2011 0:00^1.0^160.0^nan^nan^SL Indigenous services / Services aux autochtones^6.0^24.0^13.0^Executive Director^West Coast^1088067.0,,,"
"EN^118870757RR0001^PEI^C^04-01-1985 0:00^99.0^160.0^nan^nan^SS4^12.0^nan^2.0^Executive Director^Atlantic region^643522.0,,,"
"EN^108087313RR0001^BC^C^3.05.1983 00:00^99.0^1.0^nan^nan^SS4 & SS3^180.0^30.0^30.0^Acting Executive Director^West Coast^8320442.0,,,"
"FR-CA^118871573RR0001^QC^C^9/20/1982 0:00^99.0^1.0^nan^nan^SS5 & SS4^8.0^113.0^3.0^Directrice^Central Canada^291347.0,,,"
"EN^119754810RR0001^NB^A^07-01-1977 0:00^99.0^190.0^nan^nan^SS1^0.0^7.0^0.0^Secretary^Atlantic region^,,,"
"EN^841769284RR0001^BC^C^09-01-2014 0:00^99.0^110.0^nan^nan^SS6 & SS4 & SS3^10.0^3.0^3.0^Operations Manager^West Coast^928262.0,,,"
"EN^846283208RR0001^ON^C^10/28/2010 0:00^2.0^120.0^nan^nan^SS6 & SS4^4.0^150.0^0.0^Executive Director^Central Canada^716250.0,,,"
"EN^118782846RR0001^AB^C^01-01-1977 0:00^99.0^190.0^nan^nan^SS4^11.0^25.0^21.0^Finance Manager^Prairie Provinces^1703662.0,,,"
"EN^107996274RR0001^SK^C^01-09-2003 0:00^6.0^160.0^nan^nan^SS2^10.0^nan^3.0^Director^Prairie Provinces^,,,"
"FR-CA^107913444RR0001^AB^C^9/19/2007 0:00^99.0^1.0^nan^nan^SS5 & SS4^3.0^7.0^2.0^directeur^Prairie Provinces^203139.0,,,"
"EN^118809409RR0001^BC^C^07-07-1976 0:00^99.0^1.0^nan^nan^SS4 & SS3^22.0^nan^9.0^Director of Programs^West Coast^1126617.0,,,"
"FR-CA^104110424RR0001^QC^C^9/13/1986 0:00^99.0^160.0^nan^nan^SS5 & SS4^10.0^35.0^6.0^Directrice générale^Central Canada^555406.0,,,"
"EN^873029102RR0001^AB^C^04-01-2004 0:00^7.0^1.0^nan^nan^SS6 & SS4^3.0^30.0^5.0^Program Director^Prairie Provinces^708384.0,,,"
"FR-CA^118876788RR0001^QC^A^10-05-1977 0:00^99.0^190.0^nan^nan^SS1^5.0^100.0^1.0^nan^Central Canada^750072.0,,,"
"FR-CA^801004904RR0001^QC^B^07-11-2018 0:00^7.0^190.0^nan^nan^SS1^0.0^0.0^0.0^Directeur général^Central Canada^,,,"
"EN^898488226RR0001^AB^C^03-10-1998 0:00^2.0^180.0^nan^nan^SS4^4.0^450.0^21.0^Executive Director^Prairie Provinces^1868362.0,,,"
"EN^132410671RR0278^BC^C^1.01.1998 00:00^99.0^1.0^nan^nan^SS2^0.0^9.0^0.0^St. Vincent de Paul delivery of food^West Coast^,,,"
"EN^118781996RR0001^AB^C^01-01-1976 0:00^5.0^200.0^nan^nan^SS4^2.0^155.0^1.0^Executive Director^Prairie Provinces^375798.0,,,"
"EN^118784206RR0001^ON^C^1.01.1979 00:00^99.0^160.0^nan^nan^SS2^0.0^70.0^9.0^Past President and Chair, Personnel Committee^Central Canada^75500.0,,"
"EN^130725575RR0001^BC^C^01-04-1984 0:00^99.0^1.0^nan^nan^SS4 & SS3^12.0^0.0^7.0^Executive Director^West Coast^287032.0,,,"
"EN^895878072RR0001^QC^C^01-04-1996 0:00^99.0^1.0^nan^nan^SS5 & SS4^9.0^17.0^4.0^Director General^Central Canada^280856.0,,,"
"EN^108093345RR0001^ON^C^9.04.1984 00:00^99.0^1.0^nan^nan^SS4^60.0^1.0^11.0^Executive Director^Central Canada^6003941.0,,,"
"FR-CA^103811352RR0001^QC^C^1/20/2010 0:00^12.0^200.0^nan^nan^SS5 & SS4^3.0^7.0^2.0^Accueil et adjointe admin^Central Canada^153209.0,,,"
"nan^118801174RR0001^QC^C^07-03-1987 0:00^99.0^1.0^nan^nan^SS2^3.0^8.0^2.0^nan^Central Canada^251575.0,,,"
"EN^833497084RR0001^ON^B^03-03-2014 0:00^1.0^170.0^nan^nan^SS1^nan^6.0^nan^Founder and President^Central Canada^,,,"
"EN^899774426RR0001^AB^C^01-01-2004 0:00^9.0^1.0^nan^nan^SS4^30.0^5.0^35.0^Executive Director^Prairie Provinces^4004604.0,,,"
"EN^108071580RR0001^NS^C^01-01-1975 0:00^99.0^200.0^nan^nan^SS2^1.0^25.0^3.0^Executive Director^Atlantic region^123826.0,,,"
"nan^129974242RR0001^QC^C^19.10.1984 00:00^99.0^160.0^nan^nan^SS5 & SS4^17.0^13.0^3.0^nan^Central Canada^1743356.0,,,"
"nan^830555629RR0001^AB^A^01-01-2010 0:00^4.0^110.0^nan^nan^SS1^0.0^5.0^0.0^nan^Prairie Provinces^,,,"
"nan^107883969RR0001^AB^C^1/18/1999 0:00^14.0^100.0^nan^nan^SS4^3.0^39.0^1.0^nan^Prairie Provinces^193324.0,,,"
"EN^118885961RR0001^ON^C^10/15/1971 0:00^5.0^160.0^nan^nan^SL Crisis Intervention / Intervention en cas de crise^7.0^120.0^3.0^Executive Director^Central Canada^748418.0,,,"
"EN^119152296RR0001^ON^C^1.01.1982 00:00^99.0^160.0^nan^nan^SS2^0.0^7.0^1.0^Secretary/Treasurer^Central Canada^,,,"
"FR-CA^103060711RR0001^QC^C^10/26/2005 0:00^19.0^160.0^nan^nan^SS5 & SS4^9.0^4.0^7.0^nan^Central Canada^147530.0,,,"
"nan^118821644RR0001^British Columbia^C^07-01-1987 0:00^99.0^190.0^nan^nan^SS2^0.0^12.0^0.0^nan^West Coast^,,,"
"nan^118871987RR0001^ON^C^03-03-1981 0:00^5.0^200.0^nan^nan^SS4^3.0^38.0^64.0^nan^Central Canada^613159.0,,,"
"EN^106993322RR0001^BC^C^30.01.1969 00:00^99.0^1.0^nan^nan^SS4 & SS3^20.0^250.0^58.0^Director, Development and Communications^West Coast^1798360.0,,"
"EN^140946567RR0001^BC^C^6.05.1994 00:00^99.0^160.0^nan^nan^SS4 & SS3^1.0^174.0^5.0^Executive Director^West Coast^179394.0,,,"
"EN^101144541RR0001^PE^C^5/24/1984 0:00^99.0^160.0^nan^nan^SS2^1.0^12.0^4.0^Program Coordinator^Atlantic region^283087.0,,,"
"FR-CA^103463592RR0001^QC^C^04-01-1992 0:00^99.0^160.0^nan^nan^SS5 & SS4^19.0^7.0^5.0^Directrice^Central Canada^799006.0,,,"
"EN^106732779RR0001^ON^C^04-01-1990 0:00^99.0^110.0^nan^nan^SS4^53.0^nan^2.0^Chief Operating Officer^Central Canada^6548470.0,,,"
"EN^126081140RR0001^ON^C^01-02-1995 0:00^99.0^160.0^nan^nan^SS2^3.0^20.0^2.0^nan^Central Canada^198285.0,,,"
"FR-CA^101945384RR0001^QC^C^04-01-1998 0:00^6.0^160.0^nan^nan^SS5 & SS4^60.0^nan^18.0^nan^Central Canada^3305775.0,,,"
"EN^108091448RR0002^ON^C^01-04-1981 0:00^99.0^1.0^nan^nan^SS4^50.0^15.0^32.0^Executive Director^Central Canada^4128634.0,,,"
"FR-CA^103069753RR0001^QC^C^08-01-1989 0:00^99.0^1.0^nan^nan^SS5 & SS4^6.0^45.0^2.0^Adjointe et intervenante sociale^Central Canada^389587.0,,,"
"FR-CA^102967569RR0001^QC^C^10-03-1980 0:00^99.0^190.0^nan^nan^SS5 & SS4^10.0^nan^55.0^Directrice générale^Central Canada^2359591.0,,,"
"EN^132410671RR0488^ON^C^25.07.2008 00:00^99.0^1.0^nan^nan^SS2^0.0^15.0^0.0^President^Central Canada^,,,"
"EN^103806154RR0001^QC^C^01-01-1992 0:00^99.0^160.0^nan^nan^SS5 & SS4^41.0^15.0^12.0^Directeur général^Central Canada^3598667.0,,,"
"nan^118924208RR0001^qc^B^01-01-1976 0:00^99.0^1.0^nan^nan^SS1^0.0^9.0^0.0^nan^Central Canada^,,,"
"FR-CA^102935962RR0001^QC^C^12/25/1982 0:00^6.0^160.0^nan^nan^SS5 & SS4^85.0^nan^4.0^Directrice générale^Central Canada^5897381.0,,,"
"FR-CA^119145936RR0001^QC^C^09-01-1984 0:00^99.0^1.0^nan^nan^SS5 & SS4^5.0^40.0^nan^Directrice générale^Central Canada^339831.0,,,"
"EN^107311177RR0001^ON^C^01-01-1977 0:00^1.0^170.0^nan^nan^SS4^48.0^19.0^27.0^CFO/Director of Corporate services^Central Canada^6745435.0,,,"
"FR-CA^102987435RR0001^QC^C^03-08-1985 0:00^99.0^1.0^nan^nan^SS5 & SS4^2.0^9.0^1.0^coordinator and mobilisation agent^Central Canada^100300.0,,,"
"EN^865871388RR0001^ON^C^1.01.2000 00:00^13.0^160.0^nan^nan^SS2^0.0^16.0^0.0^Director^Central Canada^4539.0,,,"
"nan^107619884RR0001^ON^C^03-04-1989 0:00^99.0^1.0^nan^nan^SS2^60.0^3.0^30.0^nan^Central Canada^0.0,,,"
"EN^812804912RR0001^MB^B^08-06-2015 0:00^99.0^1.0^nan^nan^SS1^nan^10.0^0.0^President^Prairie Provinces^,,,"
"nan^108063686RR0001^ON^C^12-01-1981 0:00^99.0^1.0^nan^nan^SS4^82.0^6.0^78.0^nan^Central Canada^10907063.0,,,"
"FR-CA^100877539RR0001^QC^C^01-04-1989 0:00^99.0^1.0^nan^nan^SS5 & SS4^4.0^125.0^4.0^Directrice générale^Central Canada^422097.0,,,"
"FR-CA^100884329RR0001^QC^C^5/17/1979 0:00^99.0^160.0^nan^nan^SS5 & SS4^8.0^nan^7.0^Directrice générale^Central Canada^358240.0,,,"
"EN^107506610RR0001^ON^C^01-01-1998 0:00^13.0^1.0^nan^nan^SS4^1.0^22.0^3.0^Communication, Information and Events Coordinator^Central Canada^174396.0,,"
"EN^118816735RR0001^MB^C^8/31/1977 0:00^99.0^200.0^nan^nan^SS4^3.0^20.0^1.0^Curator^Prairie Provinces^72532.0,,,"
"FR-CA^108066952RR0001^QC^C^01-01-1975 0:00^99.0^1.0^nan^nan^SS5 & SS4^3.0^61.0^3.0^Directrice^Central Canada^390627.0,,,"
"FR^107599953RR0001^QC^C^##########^99.0^160.0^nan^nan^SS5 & SS4^6.0^nan^nan^Directrice générale^Central Canada^426962.0,,,"
"EN^132155037RR0001^BC^C^01-01-1982 0:00^99.0^160.0^nan^nan^SS4 & SS3^2.0^43.0^2.0^Executive Director^West Coast^158866.0,,,"
"EN^119117893RR0001^BC^C^01-01-1987 0:00^99.0^160.0^nan^nan^SS4 & SS3^15.0^10.0^4.0^Executive director^West Coast^561345.0,,,"
"FR-CA^107453441RR0001^QC^C^06-02-2000 0:00^99.0^160.0^nan^nan^SS5 & SS4^4.0^nan^1.0^Agente d'accompagnement en défense des droits en santé mentale^Central Canada^214619.0,,,"
"FR-CA^118845825RR0001^QC^C^##########^99.0^1.0^nan^nan^SS5 & SS4^2.0^8.0^3.0^Adjointe administrative^Central Canada^127693.0,,,"
"EN^106813157RR0001^ON^C^01-01-1977 0:00^99.0^160.0^nan^nan^SS4^66.0^10.0^31.0^Executive Director^Central Canada^3401541.0,,,"
"EN^119071561RR0001^ON^C^1.04.1983 00:00^99.0^1.0^nan^nan^SS4^102.0^12.0^80.0^Executive Director^Central Canada^6388892.0,,,"
"EN^129678231RR0001^ON^C^01-04-1993 0:00^99.0^1.0^nan^nan^SS4^nan^nan^nan^nan^Central Canada^7065770.0,,,"
"EN^106793151RR0001^ON^C^02-02-1972 0:00^99.0^1.0^nan^nan^SS4^3.0^136.0^nan^Executive Director^Central Canada^262004.0,,,"
"EN^105255152RR0001^ON^C^07-01-1979 0:00^99.0^190.0^nan^nan^SS4^3.0^25.0^25.0^Interim Managing Director^Central Canada^531761.0,,,"
"EN^119236099RR0001^ON^C^01-01-1988 0:00^99.0^160.0^nan^nan^Initial List^0.0^10.0^2.0^Board Chair^Central Canada^,,,"
"EN^129964532RR0001^NT^C^10-11-2009 0:00^2.0^160.0^nan^nan^SL Crisis Intervention / Intervention en cas de crise^46.0^0.0^40.0^Executivedirector@ykws.ca^North^4581343.0,,,"
"EN^108224320RR0001^NS^C^01-01-1967 0:00^9.0^200.0^nan^nan^SS4^3.0^31.0^1.0^Director/Curator^Atlantic region^404197.0,,,"
"FR-CA^104969787RR0001^QC^C^6/18/1994 0:00^19.0^160.0^nan^nan^SS5 & SS4^3.0^0.0^3.0^Coordonnatrice^Central Canada^128613.0,,,"
"FR-CA^106889348RR0001^QC^C^04-01-1988 0:00^99.0^1.0^nan^nan^SS5 & SS4^3.0^50.0^2.0^Centre d'action bénévole Soif de vivre^Central Canada^180820.0,,,"
"EN^771328531RR0001^NB^B^01-01-2020 0:00^2.0^180.0^nan^nan^SS1^0.0^5.0^0.0^Vice-President^Atlantic region^,,,"
"EN^106972326RR0001^MB^C^01-01-1995 0:00^99.0^200.0^nan^nan^SS2^0.0^45.0^0.0^Board President^Prairie Provinces^35462.0,,,"
"EN^107481079RR0001^ON^C^10/17/1978 0:00^5.0^70.0^nan^nan^SS4^10.0^40.0^5.0^Executive Director^Central Canada^973142.0,,,"
"EN^106736101RR0001^BC^C^03-10-1983 0:00^99.0^1.0^nan^nan^SS4 & SS3^500.0^78.0^500.0^CEO^West Coast^65758259.0,,,"
"EN^118874841RR0001^NB^C^14.09.1986 00:00^99.0^160.0^nan^nan^SS4^10.0^13.0^2.0^Office manager^Atlantic region^695287.0,,,"
"FR-CA^118827708RR0001^QC^C^10-01-1982 0:00^5.0^200.0^nan^nan^SS5 & SS4^2.0^44.0^25.0^Directrice Générale^Central Canada^289353.0,,,"
"EN^132410671RR0030^BC^C^01-01-1993 0:00^99.0^1.0^nan^nan^Initial List^nan^20.0^nan^volunteer^West Coast^,,,"
"EN^107897720RR0001^MB^C^1.04.1998 00:00^9.0^1.0^nan^nan^SS4^17.0^8.0^34.0^Executive Director^Prairie Provinces^1528206.0,,,"
"EN^107591489RR0001^BC^C^21-02-2006 0:00^9.0^1.0^nan^nan^SS4 & SS3^8.0^nan^3.0^Administrator^West Coast^1076025.0,,,"
"nan^118814094RR0001^AB^C^01-01-1980 0:00^5.0^200.0^nan^nan^SS2^0.0^10.0^0.0^nan^Prairie Provinces^,,,"
"EN^123327165RR0001^BC^C^04-10-2000 0:00^1.0^190.0^nan^nan^SS4 & SS3^1.0^15.0^3.0^Executive Director^West Coast^250770.0,,,"
"nan^880094024RR0001^ON^B^06-04-2014 0:00^3.0^180.0^nan^nan^SS1^5.0^12.0^2.0^nan^Central Canada^336185.0,,,"
"EN^118842202RR0001^AB^C^01-10-1984 0:00^99.0^200.0^nan^nan^SS4^5.0^26.0^nan^Executive Officer^Prairie Provinces^468064.0,,,"
"EN^852478189RR0001^NS^C^05-07-2007 0:00^1.0^170.0^nan^nan^SL Climate & Environment / Climat & Environnement^7.0^10.0^2.0^Founding Director^Atlantic region^6565913.0,,,"
"FR-CA^141771717RR0001^QC^C^01-04-1992 0:00^99.0^1.0^nan^nan^SS5 & SS4^2.0^40.0^5.0^adjointe administrative^Central Canada^475816.0,,,"
"FR-CA^106727118RR0001^QC^C^04-01-1988 0:00^99.0^1.0^nan^nan^SS5 & SS4^9.0^5.0^5.0^Codirecteur général^Central Canada^500887.0,,,"
"FR-CA^890030927RR0001^QC^C^08-01-2000 0:00^3.0^12.0^nan^nan^SS6 & SS5 & SS4^8.0^21.0^3.0^Director of Philanthropic Development^Central Canada^1011852.0,,,"
"EN^118828698RR0001^AB^C^01-01-1973 0:00^99.0^160.0^nan^nan^SS4^16.0^nan^3.0^VP^Prairie Provinces^2299210.0,,,"
"EN^853176295RR0001^BC^C^04-01-2017 0:00^99.0^155.0^nan^nan^SL Advocacy & Human rights / Plaidoyer et droits de l'homme^8.0^10.0^1.0^Programs Director^West Coast^374121.0,,,"
"EN^137405619RR0001^ON^C^01-01-1993 0:00^2.0^120.0^nan^nan^SS6 & SS4^3.0^17.0^1.0^Executive Director^Central Canada^819192.0,,,"
"FR-CA^119086015RR0001^QC^C^06-01-1986 0:00^13.0^1.0^nan^nan^SS5 & SS4^4.0^54.0^4.0^nan^Central Canada^216564.0,,,"
"EN^890733777RR0001^BC^C^4/15/1995 0:00^4.0^180.0^nan^nan^SL Animal Welfare / Bien-être des animaux^75.0^350.0^75.0^CEO, Executive DIrector^West Coast^5383566.0,,"
"FR-CA^138362025RR0001^QC^C^01-04-1994 0:00^99.0^160.0^nan^nan^SS5 & SS4^2.0^15.0^1.0^Directrice^Central Canada^205155.0,,,"
"EN^118977248RR0001^BC^C^10-01-1978 0:00^99.0^200.0^nan^nan^SS4 & SS3^8.0^12.0^24.0^Executive Director^West Coast^1624239.0,,,"
